final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,Less than a year,146,307.8105,0.0438883664
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,1 year to less than 3 years,146,307.8105,0.2052285416
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,3 years to less than 5 years,146,307.8105,0.0805937419
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,5 years to less than 10 years,146,307.8105,0.1924671186
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,10 years or more,146,307.8105,0.4778222315
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,Less than a year,146,308.3487,0.0158268869
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,1 year to less than 3 years,146,308.3487,0.0867281101
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,3 years to less than 10 years,146,308.3487,0.1606502638
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,10 years to less than 20 years,146,308.3487,0.484181383
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,20 years to less than 30 years,146,308.3487,0.2234139466
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,30 years or more,146,308.3487,0.0291994096
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,Less than a year,53,107.9202,0.0701323756
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,1 to less than 5 years,53,107.9202,0.3866180752
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,5 to less than 10 years,53,107.9202,0.2901505001
Canada Economic Development for Québec Regions,Small (100 to 499),Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,10 years or more,53,107.9202,0.2530990491
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10A_e,Yes,54,109.902,0.3488407854
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10A_e,No,54,109.902,0.6511592146
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10B_e,Yes,19,38.3383,0.9039654862
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10B_e,No,19,38.3383,0.0960345138
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_15_e,Yes,54,109.902,0.5171207075
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_15_e,No,54,109.902,0.4828792925
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,0,20,40.1954,0.3208401956
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,1,20,40.1954,0.5310980859
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,2 to 4,20,40.1954,0.1057683217
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,5 or more,20,40.1954,0.0422933968
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,0,24,49.5457,0.1628193769
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,1,24,49.5457,0.5989702436
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,2 to 4,24,49.5457,0.1597595755
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,5 or more,24,49.5457,0.078450804
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,0,15,30.1607,0.4984897565
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,1,15,30.1607,0.2530180002
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,2 to 4,15,30.1607,0.2484922432
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25A_e,Yes,28,56.8326,0.7526366909
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25A_e,No,28,56.8326,0.2473633091
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25B_e,Yes,28,56.8326,0.5669087812
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25B_e,No,28,56.8326,0.4330912188
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25C_e,Yes,28,56.8326,0.0683920848
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25C_e,No,28,56.8326,0.9316079152
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_35A_e,No,28,56.8326,1
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40A_e,Yes,28,56.8326,0.5836914025
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40A_e,No,28,56.8326,0.4163085975
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BA_e,Yes,15,31.1082,0.5200815219
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BA_e,No,15,31.1082,0.4799184781
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BB_e,Yes,15,31.1082,0.5395104828
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BB_e,No,15,31.1082,0.4604895172
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BC_e,Yes,15,31.1082,0.3224551726
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BC_e,No,15,31.1082,0.6775448274
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BD_e,Yes,15,31.1082,0.1294996175
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BD_e,No,15,31.1082,0.8705003825
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BE_e,Yes,15,31.1082,0.3354549604
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BE_e,No,15,31.1082,0.6645450396
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BF_e,Yes,15,31.1082,0.124947763
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BF_e,No,15,31.1082,0.875052237
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BG_e,No,15,31.1082,1
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45A_e,Yes,28,56.8326,0.4428127518
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45A_e,No,28,56.8326,0.5571872482
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BA_e,Yes,12,23.1017,0.3388408645
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BA_e,No,12,23.1017,0.6611591355
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BB_e,Yes,12,23.1017,0.2943506322
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BB_e,No,12,23.1017,0.7056493678
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BC_e,Yes,12,23.1017,0.1561703251
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BC_e,No,12,23.1017,0.8438296749
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BD_e,No,12,23.1017,1
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BE_e,Yes,12,23.1017,0.3277421142
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BE_e,No,12,23.1017,0.6722578858
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BF_e,Yes,12,23.1017,0.1772466961
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BF_e,No,12,23.1017,0.8227533039
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BG_e,No,12,23.1017,1
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BH_e,No,12,23.1017,1
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BI_e,No,12,23.1017,1
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50A_e,Yes,24,48.7257,0.0840357347
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50A_e,No,24,48.7257,0.9159642653
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50B_e,Yes,25,50.4257,0.5683510591
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50B_e,No,25,50.4257,0.4316489409
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50C_e,Yes,24,48.7257,0.3444424605
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50C_e,No,24,48.7257,0.6555575395
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50D_e,Yes,24,48.4439,0.368960798
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50D_e,No,24,48.4439,0.631039202
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50E_e,Yes,22,44.2979,0.2218141266
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50E_e,No,22,44.2979,0.7781858734
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50F_e,Yes,28,56.8326,0.8988907775
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50F_e,No,28,56.8326,0.1011092225
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50G_e,Yes,28,56.8326,0.8631683224
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50G_e,No,28,56.8326,0.1368316776
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50H_e,Yes,28,56.8326,0.82463762
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50H_e,No,28,56.8326,0.17536238
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50I_e,Yes,21,43.1361,0.4191779044
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50I_e,No,21,43.1361,0.5808220956
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50J_e,Yes,19,38.0112,0.2067601128
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50J_e,No,19,38.0112,0.7932398872
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,None,26,52.9457,0.1778010301
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,Some,26,52.9457,0.1790362579
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,All,26,52.9457,0.643162712
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,None,22,45.6561,0.8730202536
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,Some,22,45.6561,0.1269797464
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,None,21,43.1361,1
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat disagree,28,56.8326,0.0384796754
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Neither agree nor disagree,28,56.8326,0.0384796754
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat agree,28,56.8326,0.2963492784
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Strongly agree,28,56.8326,0.6266913708
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat agree,27,54.8508,0.2662021338
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Strongly agree,27,54.8508,0.7337978662
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly disagree,27,55.1326,0.0396661866
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat disagree,27,55.1326,0.1199780166
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Neither agree nor disagree,27,55.1326,0.0976155668
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat agree,27,55.1326,0.4008789718
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly agree,27,55.1326,0.3418612581
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly disagree,27,55.1326,0.0793323732
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat disagree,27,55.1326,0.045707984
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Neither agree nor disagree,27,55.1326,0.0667808157
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat agree,27,55.1326,0.4774217069
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly agree,27,55.1326,0.3307571201
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat disagree,27,55.1326,0.1508127678
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Neither agree nor disagree,27,55.1326,0.1783391315
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat agree,27,55.1326,0.5210147898
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly agree,27,55.1326,0.149833311
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly disagree,27,55.1326,0.0396661866
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat disagree,27,55.1326,0.1213202352
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Neither agree nor disagree,27,55.1326,0.0667808157
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat agree,27,55.1326,0.5106833344
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly agree,27,55.1326,0.2615494281
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,Not at all,45,91.8348,0.0692068802
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a minimal extent,45,91.8348,0.1578551921
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a moderate extent,45,91.8348,0.3798429354
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a great extent,45,91.8348,0.3930949923
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,Not at all,37,75.2824,0.0580985728
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a minimal extent,37,75.2824,0.1151730019
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a moderate extent,37,75.2824,0.5047580842
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a great extent,37,75.2824,0.321970341
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,Not at all,39,79.5251,0.1323393495
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a minimal extent,39,79.5251,0.2951659287
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a moderate extent,39,79.5251,0.3965854806
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a great extent,39,79.5251,0.1759092412
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,Not at all,50,101.7184,0.0409827524
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,To a minimal extent,50,101.7184,0.1006946629
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,To a moderate extent,50,101.7184,0.5625580033
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,To a great extent,50,101.7184,0.2957645814
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,To a minimal extent,49,99.5315,0.1379251795
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,To a moderate extent,49,99.5315,0.4374373942
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,To a great extent,49,99.5315,0.4246374263
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,Not at all,48,97.5497,0.081263192
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,To a minimal extent,48,97.5497,0.3805342302
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,To a moderate extent,48,97.5497,0.3982062477
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,To a great extent,48,97.5497,0.1399963301
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,Not at all,47,95.5679,0.0207370885
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,To a minimal extent,47,95.5679,0.1814521403
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,To a moderate extent,47,95.5679,0.4484947352
Canada Economic Development for Québec Regions,Small (100 to 499),Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,To a great extent,47,95.5679,0.349316036
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,Not at all,37,74.8782,0.206209551
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,To a minimal extent,37,74.8782,0.3881089556
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,To a moderate extent,37,74.8782,0.2936141627
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,To a great extent,37,74.8782,0.1120673307
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,Not at all,44,89.6479,0.0990051078
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,To a minimal extent,44,89.6479,0.1057079976
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,To a moderate extent,44,89.6479,0.298618261
Canada Economic Development for Québec Regions,Small (100 to 499),Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,To a great extent,44,89.6479,0.4966686336
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,Not at all,40,81.2851,0.8639049469
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,To a minimal extent,40,81.2851,0.1091909833
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,To a moderate extent,40,81.2851,0.0269040697
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,Not at all,40,81.2851,0.8388929828
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,To a minimal extent,40,81.2851,0.1098220953
Canada Economic Development for Québec Regions,Small (100 to 499),"Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,To a moderate extent,40,81.2851,0.0243808521
